frame,face_detected,label,confidence,p0,p1,p2,p3,p4,p5,p6,p7
0,1,1,0.920366,0.00188592,0.92036615,0.04681669,0.01158093,0.01015953,0.00388845,0.00114416,0.00415817
1,1,1,0.918642,0.00201662,0.91864193,0.04567364,0.01379603,0.01047868,0.00413968,0.00113623,0.00411719
2,1,1,0.924861,0.00192707,0.92486071,0.04037290,0.01352874,0.01014665,0.00410014,0.00114444,0.00391934
3,1,1,0.872270,0.00244972,0.87226993,0.07909541,0.01550428,0.01741072,0.00653788,0.00183089,0.00490117
4,1,1,0.878072,0.00255736,0.87807165,0.07041992,0.01799063,0.01752679,0.00646434,0.00187912,0.00509019
5,1,1,0.798917,0.00295774,0.79891671,0.13973471,0.01741256,0.02433593,0.00854211,0.00221428,0.00588596
6,1,1,0.793551,0.00312912,0.79355139,0.14082923,0.01931047,0.02557157,0.00911702,0.00224800,0.00624320
7,1,1,0.803776,0.00281355,0.80377629,0.13795350,0.01637108,0.02221169,0.00898587,0.00197194,0.00591608
8,1,1,0.804448,0.00278587,0.80444790,0.13895174,0.01492641,0.02088784,0.00954869,0.00201281,0.00643873
9,1,1,0.816888,0.00254276,0.81688796,0.13103864,0.01280731,0.01808682,0.00960212,0.00195205,0.00708235
10,1,1,0.771929,0.00241655,0.77192936,0.17550428,0.01170021,0.01852769,0.01088869,0.00183997,0.00719325
11,1,1,0.763825,0.00243811,0.76382527,0.18167584,0.01159940,0.01885509,0.01232252,0.00195911,0.00732467
12,1,1,0.777511,0.00254250,0.77751083,0.16764127,0.01134902,0.01799915,0.01243945,0.00210870,0.00840907
13,1,1,0.712515,0.00339185,0.71251518,0.22107225,0.01267345,0.02173609,0.01538621,0.00263403,0.01059095
14,1,1,0.755113,0.00298993,0.75511325,0.18696567,0.01139184,0.01863501,0.01325468,0.00226643,0.00938319
15,1,1,0.797098,0.00248887,0.79709822,0.15419137,0.00962687,0.01559154,0.01117090,0.00189671,0.00793553
16,1,1,0.808054,0.00231585,0.80805383,0.14478235,0.00945749,0.01526881,0.01112760,0.00183754,0.00715653
17,1,1,0.796596,0.00215054,0.79659563,0.15302346,0.00974570,0.01877132,0.01129800,0.00177056,0.00664479
18,1,1,0.813825,0.00192463,0.81382523,0.13916030,0.00932511,0.01763427,0.01041465,0.00163634,0.00607946
19,1,1,0.846689,0.00165209,0.84668905,0.11359174,0.00795541,0.01447956,0.00871640,0.00139930,0.00551645
20,1,1,0.832465,0.00180924,0.83246503,0.12389931,0.00939029,0.01589381,0.00901479,0.00151623,0.00601130
