frame,face_detected,label,confidence,p0,p1,p2,p3,p4,p5,p6,p7
0,1,0,0.541499,0.54149918,0.01431194,0.27304309,0.02946693,0.00887280,0.00853470,0.02831325,0.09595810
1,1,0,0.515558,0.51555807,0.01447387,0.30308621,0.02824366,0.00905532,0.00947647,0.02840645,0.09169996
2,1,0,0.518344,0.51834393,0.01462847,0.29405020,0.02554874,0.00802724,0.00940795,0.02954942,0.10044406
3,1,0,0.446570,0.44657022,0.01270889,0.38640413,0.02284908,0.00752379,0.00899380,0.02681390,0.08813620
4,1,0,0.426398,0.42639827,0.01402206,0.39736624,0.02274654,0.00743799,0.01018526,0.02716896,0.09467468
5,1,2,0.458578,0.38802469,0.01179730,0.45857849,0.01976978,0.00690890,0.00920117,0.02507903,0.08064065
6,1,2,0.477301,0.37810387,0.01081250,0.47730132,0.01856436,0.00717206,0.00967311,0.02642606,0.07194671
7,1,2,0.490400,0.36669980,0.00981009,0.49040040,0.01812751,0.00723389,0.00918186,0.02768675,0.07085970
8,1,2,0.451137,0.38675915,0.01187490,0.45113705,0.02209738,0.00750267,0.00960396,0.03028089,0.08074401
9,1,2,0.478104,0.36423265,0.01070017,0.47810429,0.01968403,0.00752978,0.00947411,0.03272891,0.07754606
10,1,2,0.501528,0.35902549,0.00922293,0.50152823,0.01695112,0.00675363,0.00853871,0.03046742,0.06751247
11,1,2,0.544521,0.32688249,0.00808658,0.54452141,0.01514491,0.00651212,0.00804511,0.02994764,0.06085974
12,1,2,0.508774,0.36484250,0.00824750,0.50877416,0.01448083,0.00613309,0.00762553,0.02769083,0.06220556
13,1,2,0.526955,0.35240621,0.00780215,0.52695545,0.01395722,0.00617615,0.00821675,0.02786814,0.05661792
14,1,2,0.482913,0.39638821,0.00807034,0.48291343,0.01614341,0.00654081,0.00838766,0.02660741,0.05494873
15,1,2,0.475256,0.40438076,0.00800135,0.47525605,0.01583826,0.00636532,0.00904841,0.02713099,0.05397886
16,1,0,0.464559,0.46455889,0.00940080,0.41520974,0.02013933,0.00655647,0.00850520,0.02362681,0.05200275
17,1,2,0.486237,0.40488974,0.00812789,0.48623748,0.01803382,0.00689384,0.00798675,0.02232363,0.04550685
18,1,2,0.559105,0.34229272,0.00712744,0.55910477,0.01588698,0.00690550,0.00845086,0.02117224,0.03905950
19,1,2,0.561593,0.33737328,0.00733888,0.56159319,0.01553037,0.00682417,0.00866486,0.02170264,0.04097261
20,1,2,0.561350,0.34178315,0.00742542,0.56134975,0.01493650,0.00657242,0.00811059,0.01957211,0.04025007
21,1,2,0.574411,0.32449980,0.00770547,0.57441141,0.01579417,0.00733155,0.00856649,0.01991509,0.04177602
22,1,2,0.570162,0.31644991,0.00890595,0.57016240,0.01718984,0.00755463,0.00857717,0.02036729,0.05079282
23,1,2,0.618818,0.27301302,0.00805894,0.61881790,0.01570772,0.00806912,0.00875577,0.02114897,0.04642855
24,1,2,0.615328,0.27405328,0.00828459,0.61532787,0.01523942,0.00777475,0.00876248,0.02117892,0.04937869
25,1,2,0.656685,0.23876819,0.00771371,0.65668520,0.01362734,0.00771606,0.00907975,0.02020032,0.04620943
26,1,2,0.644763,0.24269216,0.00955461,0.64476349,0.01422134,0.00741034,0.00934814,0.01950454,0.05250537
27,1,2,0.670069,0.22193759,0.00877105,0.67006950,0.01294198,0.00724347,0.00952832,0.01992878,0.04957931
28,1,2,0.666441,0.22399120,0.00928236,0.66644077,0.01252249,0.00687434,0.00940300,0.01902081,0.05246503
29,1,2,0.665645,0.22332071,0.00928333,0.66564478,0.01250977,0.00754371,0.00934641,0.01938169,0.05296959
30,1,2,0.660944,0.22320765,0.00927937,0.66094427,0.01240418,0.00794795,0.00960138,0.02092353,0.05569167
31,1,2,0.696153,0.20041623,0.00785863,0.69615297,0.01086887,0.00779598,0.00910941,0.02051453,0.04728339
32,1,2,0.697165,0.20532750,0.00683094,0.69716528,0.01066326,0.00770641,0.00846076,0.02196597,0.04187988
33,1,2,0.708849,0.19781996,0.00608033,0.70884942,0.01064102,0.00818954,0.00837653,0.02247687,0.03756632
34,1,2,0.695316,0.20634787,0.00604119,0.69531599,0.01075982,0.00802194,0.00847091,0.02445837,0.04058391
35,1,2,0.696179,0.20711035,0.00566176,0.69617926,0.01020914,0.00739054,0.00826505,0.02485735,0.04032657
36,1,2,0.654171,0.24638948,0.00620998,0.65417115,0.01083216,0.00691159,0.00772278,0.02328793,0.04447492
37,1,2,0.684136,0.22216824,0.00613074,0.68413585,0.01100738,0.00697322,0.00811548,0.02174442,0.03972467
38,1,2,0.701308,0.21535778,0.00532722,0.70130822,0.00991259,0.00626134,0.00703055,0.01920746,0.03559483
39,1,2,0.717055,0.19966864,0.00532583,0.71705504,0.00941616,0.00598623,0.00725065,0.01981263,0.03548483
40,1,2,0.724813,0.19672490,0.00510321,0.72481329,0.00890230,0.00571544,0.00692984,0.01850347,0.03330755
41,1,2,0.730387,0.19377733,0.00533598,0.73038732,0.00872588,0.00542871,0.00700562,0.01736665,0.03197252
42,1,2,0.714910,0.20642314,0.00531302,0.71490959,0.00902231,0.00538999,0.00709750,0.01971406,0.03213038
43,1,2,0.715461,0.20926291,0.00485716,0.71546069,0.00839353,0.00489929,0.00643874,0.01853685,0.03215082
44,1,2,0.724253,0.20192595,0.00467514,0.72425269,0.00862314,0.00521113,0.00649190,0.01844005,0.03038000
45,1,2,0.709671,0.21033389,0.00491838,0.70967090,0.00859953,0.00499438,0.00647464,0.02042633,0.03458195
