frame,face_detected,y_raw,y_smooth
0,0,-1,-1
1,1,0,0
2,1,0,0
3,1,2,0
4,1,2,0
5,1,2,2
6,1,0,0
7,1,0,0
8,1,0,0
9,1,0,0
10,1,0,0
11,1,0,0
12,1,0,0
13,1,0,0
14,1,0,0
15,1,0,0
16,1,0,0
17,1,0,0
18,1,0,0
19,1,0,0
20,1,0,0
21,1,0,0
22,1,0,0
23,1,0,0
24,1,7,0
25,1,0,0
26,1,0,0
27,1,0,0
28,1,0,0
29,1,0,0
30,1,7,0
31,1,0,0
32,1,0,0
33,1,0,0
34,1,7,0
35,1,7,0
36,1,7,7
37,1,7,7
38,1,0,7
39,1,7,7
40,1,0,7
41,1,0,7
42,1,0,0
43,1,0,0
44,1,0,0
45,1,0,0
46,1,0,0
47,1,0,0
48,1,0,0
49,1,0,0
50,1,0,0
51,1,0,0
52,1,0,0
53,1,0,0
54,1,0,0
55,1,0,0
56,1,0,0
57,1,0,0
58,1,0,0
59,1,0,0
60,1,0,0
61,1,0,0
62,1,0,0
63,1,0,0
64,1,0,0
65,1,0,0
66,1,0,0
67,1,0,0
68,1,0,0
69,1,0,0
70,1,0,0
71,1,0,0
72,1,0,0
73,1,0,0
74,1,0,0
75,1,0,0
76,1,0,0
77,1,0,0
78,1,0,0
79,1,0,0
80,1,0,0
81,1,0,0
82,1,0,0
83,1,0,0
84,1,0,0
85,1,0,0
86,1,0,0
87,1,0,0
88,1,0,0
89,1,0,0
90,1,0,0
91,1,0,0
92,1,0,0
93,1,0,0
94,1,0,0
95,1,0,0
96,1,0,0
97,1,0,0
98,1,0,0
99,1,0,0
100,1,0,0
101,1,0,0
102,1,0,0
103,1,2,0
104,1,0,0
105,1,0,0
106,1,7,0
107,1,7,0
108,1,0,0
109,1,0,0
110,1,0,0
111,1,0,0
112,1,0,0
113,1,0,0
114,1,0,0
115,1,0,0
116,1,0,0
117,1,0,0
118,1,0,0
119,1,0,0
120,1,0,0
121,1,0,0
122,1,0,0
123,1,0,0
124,1,7,0
125,1,7,0
126,1,7,0
127,1,7,0
128,1,0,0
129,1,0,0
130,1,0,0
131,1,0,0
132,1,0,0
133,1,0,0
134,1,0,0
135,1,0,0
136,1,0,0
137,1,0,0
138,1,0,0
139,1,0,0
140,1,0,0
141,1,0,0
142,1,0,0
143,1,0,0
144,1,0,0
145,1,7,0
146,1,7,0
147,1,7,0
148,1,1,0
149,1,1,0
150,1,1,1
151,1,1,1
152,1,1,1
153,1,1,1
154,1,1,1
155,1,1,1
156,1,1,1
157,1,1,1
158,1,1,1
159,1,1,1
160,1,1,1
161,1,1,1
162,1,1,1
163,1,1,1
164,1,1,1
165,1,1,1
166,1,1,1
167,1,1,1
168,1,1,1
169,1,1,1
170,1,1,1
171,1,1,1
172,1,1,1
173,1,1,1
174,1,1,1
175,1,1,1
176,1,2,1
177,1,2,1
178,1,7,1
179,1,7,1
180,1,0,2
181,1,7,2
182,1,7,7
183,1,7,7
184,1,0,7
185,1,3,7
186,1,3,7
187,1,3,7
188,1,3,3
189,1,3,3
190,1,3,3
191,1,3,3
192,1,3,3
193,1,3,3
194,1,3,3
195,1,3,3
196,1,3,3
197,1,3,3
198,1,3,3
199,1,3,3
200,1,3,3
201,1,3,3
202,1,3,3
203,1,3,3
204,1,3,3
205,1,3,3
206,1,3,3
207,1,0,3
208,1,0,3
209,1,7,3
210,1,7,3
211,1,7,3
212,1,7,7
213,1,1,7
214,1,1,7
215,1,1,7
216,1,1,1
217,1,1,1
218,1,1,1
219,1,1,1
220,1,1,1
221,1,1,1
222,1,1,1
223,1,1,1
224,1,1,1
225,1,1,1
226,1,1,1
227,1,1,1
228,1,1,1
229,1,1,1
230,1,1,1
231,1,1,1
232,1,2,1
233,1,1,1
234,1,0,1
235,1,1,1
236,1,1,1
237,1,0,1
238,1,7,1
239,1,7,1
240,1,7,7
241,1,7,7
242,1,7,7
243,1,7,7
244,1,0,7
245,1,7,7
246,1,1,7
247,1,7,7
248,1,7,7
249,1,7,7
250,1,0,7
251,1,0,7
252,1,7,7
253,1,7,7
254,1,7,7
255,1,7,7
256,1,7,7
257,1,7,7
258,1,7,7
259,1,7,7
260,1,7,7
261,1,7,7
262,1,7,7
263,1,7,7
264,1,0,7
265,1,0,7
266,1,0,7
267,1,0,7
268,1,0,0
269,1,0,0
270,1,0,0
271,1,0,0
272,1,0,0
273,1,0,0
274,1,0,0
275,1,0,0
276,1,0,0
277,1,0,0
278,1,0,0
279,1,0,0
280,1,0,0
281,1,0,0
282,1,0,0
283,1,0,0
284,1,0,0
285,1,0,0
286,1,0,0
287,1,0,0
288,1,7,0
289,1,0,0
290,1,7,0
291,1,7,0
292,1,0,0
293,1,0,0
294,1,0,0
295,1,0,0
296,1,0,0
297,1,7,0
298,1,0,0
299,1,2,0
300,1,0,0
301,1,0,0
302,1,0,0
303,1,0,0
304,1,0,0
305,1,0,0
306,1,0,0
307,1,0,0
308,1,0,0
309,1,0,0
310,1,0,0
311,1,0,0
312,1,0,0
313,1,7,0
314,1,7,0
315,1,7,0
316,1,7,0
317,1,7,7
318,1,7,7
319,1,7,7
320,1,7,7
321,1,7,7
322,1,7,7
323,1,7,7
324,1,0,7
325,1,0,7
326,1,0,7
327,1,0,7
328,1,0,0
329,1,0,0
330,1,0,0
331,1,0,0
332,1,0,0
333,1,0,0
334,1,0,0
335,1,0,0
336,1,0,0
337,1,0,0
338,1,0,0
339,1,3,0
340,1,0,0
341,1,0,0
342,1,0,0
343,1,0,0
344,1,0,0
345,1,0,0
346,1,0,0
347,1,0,0
348,1,0,0
349,1,0,0
350,1,0,0
351,1,0,0
352,1,0,0
353,1,0,0
354,1,0,0
355,1,0,0
356,1,0,0
357,1,0,0
358,1,0,0
359,1,0,0
360,1,0,0
361,1,0,0
362,1,0,0
363,1,0,0
364,1,0,0
365,1,3,0
366,1,0,0
367,1,0,0
368,1,0,0
369,1,7,0
370,1,7,0
371,1,7,0
372,1,7,0
373,1,0,7
374,1,0,7
375,1,0,7
376,1,0,7
377,1,0,0
378,1,0,0
379,1,0,0
380,1,0,0
381,1,0,0
382,1,0,0
383,1,0,0
384,1,0,0
385,1,0,0
386,1,0,0
387,1,0,0
388,1,2,0
389,1,0,0
