frame,face_detected,y_raw,y_smooth
0,0,-1,-1
1,1,7,7
2,1,2,7
3,1,7,7
4,1,7,7
5,1,2,7
6,1,2,7
7,1,0,7
8,1,0,2
9,1,0,0
10,1,2,2
11,1,0,0
12,1,0,0
13,1,0,0
14,1,0,0
15,1,0,0
16,1,0,0
17,1,0,0
18,1,0,0
19,1,0,0
20,1,0,0
21,1,0,0
22,1,0,0
23,1,0,0
24,1,0,0
25,1,0,0
26,1,0,0
27,1,0,0
28,1,2,0
29,1,7,0
30,1,0,0
31,1,2,0
32,1,2,0
33,1,2,2
34,1,2,2
35,1,2,2
36,1,0,2
37,1,0,2
38,1,0,2
39,1,0,0
40,1,0,0
41,1,0,0
42,1,0,0
43,1,2,0
44,1,0,0
45,1,2,0
46,1,0,0
47,1,0,0
48,1,0,0
49,1,2,0
50,1,7,0
51,1,2,2
52,1,2,0
53,1,2,2
54,1,0,2
55,1,2,2
56,1,0,2
57,1,0,2
58,1,0,0
59,1,0,0
60,1,0,0
61,1,0,0
62,1,0,0
63,1,0,0
64,1,0,0
65,1,0,0
66,1,0,0
67,1,0,0
68,1,0,0
69,1,2,0
70,1,2,0
71,1,2,0
72,1,2,2
73,1,2,2
74,1,2,2
75,1,5,2
76,1,2,2
77,1,5,2
78,1,2,2
79,1,0,2
80,1,5,2
81,1,5,5
82,1,0,5
83,1,2,5
84,1,2,2
85,1,2,2
86,1,0,2
87,1,0,0
88,1,7,0
89,1,2,2
90,1,0,2
91,1,7,0
92,1,7,0
93,1,2,7
94,1,0,7
95,1,2,2
96,1,2,2
97,1,2,2
98,1,2,2
