frame,face_detected,label,confidence,p0,p1,p2,p3,p4,p5,p6,p7
0,1,0,0.711284,0.71128386,0.03735613,0.10334706,0.01670987,0.00294570,0.02209171,0.00983481,0.09643085
1,1,0,0.710520,0.71051960,0.03536446,0.11197817,0.01643753,0.00295083,0.02409149,0.01034723,0.08831069
2,1,0,0.703588,0.70358828,0.03106034,0.13272353,0.01588692,0.00310636,0.02363605,0.01187508,0.07812344
3,1,0,0.700574,0.70057414,0.02839537,0.14157128,0.01485792,0.00306275,0.02267954,0.01310774,0.07575125
4,1,0,0.681423,0.68142283,0.02851731,0.15588931,0.01579862,0.00334447,0.02354051,0.01372638,0.07776056
5,1,0,0.653174,0.65317358,0.02692488,0.18173568,0.01430434,0.00330447,0.02888034,0.01422104,0.07745566
6,1,0,0.643956,0.64395646,0.02526315,0.19345913,0.01359638,0.00339828,0.03235599,0.01507438,0.07289622
7,1,0,0.595035,0.59503478,0.02404864,0.21713488,0.01227476,0.00340355,0.06410087,0.01556084,0.06844167
8,1,0,0.614651,0.61465087,0.02331415,0.20895064,0.01199276,0.00340053,0.05834486,0.01404694,0.06529923
9,1,0,0.601356,0.60135553,0.02034349,0.23677097,0.01252901,0.00395671,0.05454231,0.01490829,0.05559369
10,1,0,0.616404,0.61640394,0.02105809,0.22352655,0.01194818,0.00361883,0.05102748,0.01406713,0.05834981
11,1,0,0.618955,0.61895497,0.02074196,0.22367687,0.01139600,0.00363106,0.04553216,0.01347101,0.06259597
12,1,0,0.641230,0.64123005,0.02012194,0.19801083,0.01037153,0.00322825,0.04055118,0.01348663,0.07299959
13,1,0,0.671403,0.67140321,0.02062335,0.16939872,0.01103832,0.00303836,0.03568954,0.01226717,0.07654134
14,1,0,0.680645,0.68064495,0.02128047,0.16182850,0.01110434,0.00293685,0.03364876,0.01226407,0.07629207
15,1,0,0.676647,0.67664738,0.02183215,0.15751138,0.01218603,0.00309602,0.03206006,0.01251549,0.08415149
16,1,0,0.682062,0.68206186,0.02319807,0.15099698,0.01154172,0.00294538,0.03194594,0.01145998,0.08585007
17,1,0,0.684747,0.68474677,0.02193274,0.14000598,0.01094117,0.00274898,0.03033376,0.01199592,0.09729469
18,1,0,0.692241,0.69224093,0.01931451,0.15044055,0.01092251,0.00290805,0.02882775,0.01230458,0.08304113
19,1,0,0.704539,0.70453931,0.01692134,0.15682016,0.01014585,0.00273604,0.02616472,0.01137574,0.07129685
20,1,0,0.718918,0.71891787,0.01482405,0.15630933,0.00943871,0.00258457,0.02348765,0.01086547,0.06357234
21,1,0,0.750749,0.75074930,0.01336328,0.13588317,0.00836705,0.00223966,0.02022170,0.00959577,0.05958007
22,1,0,0.753866,0.75386620,0.01198145,0.14225831,0.00836000,0.00220835,0.01830661,0.00951128,0.05350779
23,1,0,0.782513,0.78251257,0.01057794,0.12433586,0.00754686,0.00193293,0.01657529,0.00860443,0.04791412
24,1,0,0.774743,0.77474264,0.01317083,0.11532688,0.00865251,0.00204114,0.01753901,0.00877891,0.05974807
25,1,0,0.777129,0.77712929,0.01257844,0.11821681,0.00820339,0.00194114,0.01656945,0.00846958,0.05689190
26,1,0,0.799241,0.79924076,0.01235899,0.09915064,0.00793811,0.00166541,0.01486430,0.00765905,0.05712274
27,1,0,0.808842,0.80884235,0.01086304,0.09774070,0.00757237,0.00156571,0.01415995,0.00825814,0.05099774
28,1,0,0.801002,0.80100226,0.01098393,0.10278869,0.00769842,0.00166014,0.01613204,0.00845605,0.05127847
29,1,0,0.792570,0.79256962,0.01105725,0.11215958,0.00707702,0.00158492,0.01973738,0.00819817,0.04761607
30,1,0,0.788820,0.78881975,0.01160748,0.11145827,0.00812250,0.00183468,0.02527546,0.00909606,0.04378579
31,1,0,0.769530,0.76953045,0.01302534,0.11863503,0.00815290,0.00189944,0.03348913,0.00987369,0.04539401
32,1,0,0.740458,0.74045781,0.01859234,0.12941349,0.00764237,0.00191439,0.03818369,0.00943924,0.05435668
33,1,0,0.710023,0.71002334,0.01849968,0.14481387,0.00775101,0.00212106,0.05370481,0.01001660,0.05306962
34,1,0,0.727419,0.72741885,0.01793216,0.12737083,0.00738555,0.00199577,0.05196367,0.00964719,0.05628597
35,1,0,0.714867,0.71486731,0.02010534,0.12645086,0.00926436,0.00231719,0.05404955,0.01060807,0.06233732
36,1,0,0.720281,0.72028096,0.01999613,0.12196967,0.01017273,0.00242128,0.05054558,0.01146194,0.06315172
37,1,0,0.728776,0.72877570,0.02177684,0.11590878,0.01073142,0.00253085,0.04781099,0.01077322,0.06169220
38,1,0,0.739336,0.73933555,0.02025191,0.10688049,0.01070485,0.00244865,0.05068986,0.01161547,0.05807322
39,1,0,0.745719,0.74571928,0.02199961,0.09268980,0.01121416,0.00231174,0.04475783,0.01084755,0.07046004
40,1,0,0.725245,0.72524549,0.02477036,0.08314013,0.01143449,0.00222821,0.03922340,0.01045116,0.10350676
41,1,0,0.712718,0.71271750,0.02568941,0.09243390,0.01251112,0.00292087,0.03808661,0.01248579,0.10315480
42,1,0,0.714505,0.71450546,0.02486245,0.09817063,0.01253711,0.00301643,0.03727442,0.01232017,0.09731336
43,1,0,0.727620,0.72761971,0.02230950,0.09923047,0.01193357,0.00284294,0.03473251,0.01157643,0.08975487
44,1,0,0.738345,0.73834540,0.02204837,0.09096445,0.01172969,0.00266483,0.03154243,0.01098876,0.09171607
45,1,0,0.750139,0.75013905,0.02064875,0.08330709,0.01048949,0.00243040,0.03327211,0.01111681,0.08859631
46,1,0,0.759226,0.75922631,0.02112182,0.07380676,0.01099271,0.00237015,0.03147795,0.01050719,0.09049713
47,1,0,0.752915,0.75291485,0.02112750,0.07460273,0.01209403,0.00268642,0.03483771,0.01261443,0.08912233
48,1,0,0.711828,0.71182826,0.02093731,0.09622928,0.01249086,0.00328027,0.04938084,0.01770776,0.08814542
49,1,0,0.721400,0.72140023,0.02013920,0.09184007,0.01173052,0.00317516,0.04959022,0.01769746,0.08442715
50,1,0,0.697881,0.69788106,0.02161219,0.09949803,0.01173362,0.00327699,0.05481819,0.01878753,0.09239239
51,1,0,0.690539,0.69053909,0.02307855,0.10311930,0.01432983,0.00397838,0.05219220,0.02114731,0.09161533
52,1,0,0.691136,0.69113564,0.02402196,0.09395596,0.01359936,0.00368614,0.04785684,0.02056758,0.10517652
53,1,0,0.708009,0.70800946,0.02277054,0.09039358,0.01249138,0.00348917,0.04598392,0.01887111,0.09799084
54,1,0,0.708570,0.70857036,0.02270942,0.09444367,0.01224469,0.00345264,0.04344257,0.01851290,0.09662373
55,1,0,0.706043,0.70604319,0.01979810,0.11152608,0.01203273,0.00373601,0.04002417,0.02176791,0.08507181
56,1,0,0.735821,0.73582080,0.01800371,0.09762106,0.01158857,0.00334886,0.03788735,0.01841174,0.07731791
57,1,0,0.742333,0.74233289,0.01665837,0.09844090,0.01152457,0.00330135,0.03905840,0.01620734,0.07247618
58,1,0,0.740981,0.74098124,0.01523203,0.10903201,0.01192955,0.00347268,0.03844414,0.01581758,0.06509076
59,1,0,0.631836,0.63183573,0.01278402,0.23630826,0.01045353,0.00333314,0.03749365,0.01397458,0.05381708
60,1,0,0.520764,0.52076448,0.01068713,0.36380847,0.00889516,0.00316425,0.03469579,0.01339568,0.04458903
61,1,0,0.450389,0.44423145,0.00957582,0.45038864,0.00763831,0.00286183,0.03421372,0.01259185,0.03849837
62,1,0,0.456480,0.45647975,0.01018911,0.43486557,0.00737002,0.00298109,0.03919933,0.01195489,0.03696025
63,1,0,0.507398,0.50739794,0.01068539,0.37843879,0.00725168,0.00284863,0.04122969,0.01208403,0.04006386
64,1,0,0.547115,0.54711451,0.01039287,0.34702975,0.00668228,0.00255182,0.03740781,0.01120079,0.03762017
65,1,0,0.573106,0.57310646,0.01004581,0.32188874,0.00680408,0.00248013,0.03700489,0.01182801,0.03684188
66,1,0,0.596677,0.59667675,0.00994276,0.29628663,0.00828843,0.00294488,0.03555862,0.01330005,0.03700187
67,1,0,0.600182,0.60018203,0.01027751,0.29003360,0.00801182,0.00307875,0.03901507,0.01386417,0.03553704
68,1,0,0.584934,0.58493446,0.01052664,0.30459319,0.00864357,0.00338139,0.03955613,0.01351855,0.03484607
69,1,0,0.622479,0.62247920,0.01010821,0.27211367,0.00844322,0.00325454,0.03612698,0.01439203,0.03308214
70,1,0,0.639249,0.63924882,0.00952215,0.26017825,0.00797753,0.00308208,0.03422909,0.01440928,0.03135281
71,1,0,0.664561,0.66456088,0.00895958,0.24185227,0.00782893,0.00293728,0.03084517,0.01418818,0.02882770
72,1,0,0.685219,0.68521936,0.00984392,0.21410927,0.00757325,0.00266656,0.03232497,0.01317156,0.03509112
73,1,0,0.708577,0.70857734,0.01070006,0.18947299,0.00750436,0.00257876,0.03148306,0.01269712,0.03698631
74,1,0,0.705644,0.70564438,0.01029542,0.19473387,0.00787405,0.00296608,0.03000303,0.01273279,0.03575038
75,1,0,0.659254,0.65925425,0.00945327,0.23718933,0.00925747,0.00419555,0.03360693,0.01486965,0.03217357
76,1,0,0.696300,0.69629967,0.01006988,0.20374073,0.00939559,0.00387091,0.03068288,0.01348146,0.03245888
77,1,0,0.714505,0.71450530,0.01108559,0.18042606,0.01008214,0.00386471,0.02897703,0.01317798,0.03788120
78,1,0,0.699822,0.69982218,0.01060167,0.19361775,0.00974807,0.00383075,0.03148751,0.01439891,0.03649316
79,1,0,0.692880,0.69288027,0.01100786,0.19747348,0.01098751,0.00417205,0.03299206,0.01475687,0.03572990
80,1,0,0.712031,0.71203138,0.01205747,0.17657639,0.01318877,0.00409106,0.03157208,0.01397416,0.03650870
81,1,0,0.731525,0.73152462,0.01205337,0.15873662,0.01258957,0.00382570,0.02973920,0.01351742,0.03801351
82,1,0,0.730912,0.73091186,0.01167458,0.16481434,0.01330023,0.00401534,0.02717244,0.01255517,0.03555605
83,1,0,0.716676,0.71667555,0.01236852,0.17704013,0.01336557,0.00409012,0.02717933,0.01219322,0.03708756
84,1,0,0.724164,0.72416443,0.01326599,0.16190392,0.01316217,0.00392753,0.02757782,0.01201058,0.04398755
85,1,0,0.717534,0.71753437,0.01239587,0.17185238,0.01305324,0.00396009,0.02950977,0.01279407,0.03890021
86,1,0,0.725461,0.72546068,0.01394324,0.15903722,0.01620661,0.00429349,0.03150177,0.01261138,0.03694561
87,1,0,0.716484,0.71648410,0.01791643,0.15076644,0.01725302,0.00478860,0.03826415,0.01313678,0.04139048
88,1,0,0.706051,0.70605091,0.01682678,0.16398132,0.01700815,0.00487194,0.03899451,0.01328270,0.03898369
89,1,0,0.695077,0.69507713,0.01553070,0.18525479,0.01512645,0.00450683,0.03663667,0.01240920,0.03545824
90,1,0,0.697482,0.69748159,0.01375345,0.19304060,0.01371622,0.00429401,0.03392492,0.01220543,0.03158379
91,1,0,0.714483,0.71448333,0.01361186,0.17635984,0.01333294,0.00412377,0.03449792,0.01260339,0.03098694
92,1,0,0.711536,0.71153612,0.01421063,0.17672860,0.01341946,0.00421050,0.03172017,0.01269691,0.03547760
93,1,0,0.712460,0.71246011,0.01441232,0.17221585,0.01297791,0.00396533,0.02918372,0.01234028,0.04244448
94,1,0,0.696967,0.69696667,0.01812865,0.17191709,0.01506291,0.00451977,0.03420608,0.01378751,0.04541133
95,1,0,0.703522,0.70352220,0.01706830,0.17045939,0.01431773,0.00431628,0.03191389,0.01391704,0.04448518
96,1,0,0.717795,0.71779544,0.01502426,0.16941453,0.01261325,0.00391849,0.02935039,0.01339865,0.03848498
97,1,0,0.742543,0.74254321,0.01474183,0.15107321,0.01181255,0.00348576,0.02617478,0.01218143,0.03798722
98,1,0,0.763124,0.76312370,0.01331760,0.13939754,0.01111147,0.00319623,0.02264178,0.01150369,0.03570799
99,1,0,0.733773,0.73377335,0.01268101,0.16692644,0.01052515,0.00325495,0.02224397,0.01217820,0.03841694
100,1,0,0.756713,0.75671306,0.01098657,0.15400405,0.00959342,0.00292226,0.01992401,0.01169942,0.03415722
101,1,0,0.767086,0.76708640,0.01082588,0.14587876,0.00944062,0.00278570,0.01816703,0.01130146,0.03451416
102,1,0,0.753284,0.75328428,0.00958177,0.16644426,0.00854817,0.00271353,0.01693092,0.01162863,0.03086844
103,1,0,0.778971,0.77897092,0.00873068,0.14806447,0.00754434,0.00230066,0.01573706,0.01045857,0.02819330
104,1,0,0.799920,0.79991950,0.00791631,0.13340199,0.00673692,0.00198589,0.01449882,0.00938657,0.02615400
105,1,0,0.809012,0.80901239,0.00765669,0.12710419,0.00687760,0.00194074,0.01365757,0.00897213,0.02477870
