frame,face_detected,label,confidence,p0,p1,p2,p3,p4,p5,p6,p7
0,1,0,0.548629,0.54862905,0.06579679,0.07402339,0.08561952,0.01714442,0.08781552,0.02759399,0.09337741
1,1,0,0.580349,0.58034927,0.03939141,0.10730879,0.06148002,0.01947365,0.09874024,0.03906759,0.05418896
2,1,0,0.443228,0.44322813,0.05252325,0.12283829,0.10940780,0.02566450,0.14421022,0.04378077,0.05834698
3,1,0,0.482167,0.48216665,0.02827388,0.23161320,0.04357872,0.01732396,0.11386167,0.04621039,0.03697158
4,1,0,0.578219,0.57821935,0.01876548,0.18882105,0.03430840,0.01242718,0.08534911,0.04224439,0.03986501
5,1,0,0.418307,0.41830721,0.02298369,0.26636726,0.05049162,0.02557066,0.15386033,0.03613988,0.02627943
6,1,0,0.544443,0.54444307,0.02291745,0.15122874,0.04135916,0.01508944,0.13672011,0.05083998,0.03740210
7,1,2,0.358023,0.35685503,0.02056979,0.35802278,0.02401714,0.01846920,0.14214790,0.04865649,0.03126173
8,1,0,0.491837,0.49183679,0.03503274,0.17468728,0.05164756,0.02148695,0.14641224,0.03851564,0.04038083
9,1,0,0.521487,0.52148670,0.03358799,0.16183843,0.05063008,0.02006764,0.12720577,0.04155678,0.04362657
10,1,0,0.555970,0.55597025,0.03351243,0.12826435,0.06990835,0.02102388,0.08824796,0.05479436,0.04827849
11,1,0,0.585371,0.58537102,0.02097228,0.17931461,0.03446625,0.01366740,0.10771891,0.02768750,0.03080198
12,1,2,0.383330,0.28791541,0.02920480,0.38333002,0.03486893,0.02063077,0.16385473,0.04029964,0.03989563
13,1,0,0.504908,0.50490767,0.02880387,0.19752154,0.04993983,0.02289397,0.11467972,0.04502102,0.03623231
14,1,0,0.372666,0.37266570,0.04109680,0.24806626,0.05723585,0.02271607,0.14545383,0.04563218,0.06713331
15,1,0,0.394652,0.39465201,0.05741962,0.18880209,0.06952371,0.03782987,0.14307502,0.04552452,0.06317309
16,1,0,0.435750,0.43574974,0.03130640,0.26297644,0.04751349,0.02635957,0.11071572,0.03979864,0.04558001
17,1,0,0.457201,0.45720136,0.02132623,0.23412804,0.06870934,0.02844847,0.10747385,0.05558164,0.02713110
18,1,0,0.518045,0.51804507,0.04325969,0.13124435,0.08006395,0.02557085,0.11279295,0.04290080,0.04612231
