frame,face_detected,label,confidence,p0,p1,p2,p3,p4,p5,p6,p7
0,1,0,0.637427,0.63742657,0.01357343,0.23403852,0.00607542,0.00207278,0.04542344,0.02041590,0.04097394
1,1,0,0.672804,0.67280415,0.01375334,0.20364162,0.00566681,0.00187927,0.04144872,0.01859747,0.04220862
2,1,0,0.687106,0.68710585,0.01284840,0.19475738,0.00517284,0.00171793,0.03928839,0.01836508,0.04074414
3,1,0,0.687609,0.68760850,0.01208973,0.19796471,0.00534546,0.00182318,0.03565791,0.01844478,0.04106572
4,1,0,0.692222,0.69222232,0.01261552,0.19280230,0.00509907,0.00171631,0.03466488,0.01809760,0.04278199
5,1,0,0.701203,0.70120323,0.01230842,0.18783097,0.00479617,0.00155265,0.03101878,0.01630497,0.04498480
6,1,0,0.704692,0.70469195,0.01270876,0.17926154,0.00494005,0.00157104,0.02924678,0.01684682,0.05073305
7,1,0,0.714588,0.71458809,0.01253330,0.17197796,0.00529902,0.00163882,0.02614899,0.01643893,0.05137489
8,1,0,0.717759,0.71775866,0.01455328,0.15914950,0.00589396,0.00167275,0.02568688,0.01631245,0.05897252
9,1,0,0.709348,0.70934826,0.01496348,0.14880468,0.00678021,0.00174981,0.02744646,0.01707817,0.07382893
10,1,0,0.698140,0.69814007,0.01380366,0.15700317,0.00644618,0.00174606,0.02805303,0.02205812,0.07274971
11,1,0,0.719614,0.71961406,0.01368714,0.13885066,0.00624801,0.00158736,0.02465770,0.01985354,0.07550154
12,1,0,0.706598,0.70659827,0.01318187,0.15584539,0.00583413,0.00158565,0.02374766,0.01983239,0.07337465
13,1,0,0.714340,0.71433978,0.01318510,0.14974649,0.00572932,0.00157229,0.02119612,0.01870268,0.07552822
14,1,0,0.665420,0.66542015,0.01190252,0.20284288,0.00568529,0.00186160,0.02012211,0.02230751,0.06985795
15,1,0,0.645726,0.64572561,0.01124628,0.22428871,0.00565877,0.00210244,0.01926630,0.02375744,0.06795446
16,1,0,0.677140,0.67714036,0.01130180,0.19494364,0.00544493,0.00192886,0.01734615,0.02097752,0.07091673
17,1,0,0.636865,0.63686459,0.01138892,0.21842107,0.00540006,0.00223955,0.02217504,0.02779206,0.07571871
18,1,0,0.683737,0.68373698,0.01056269,0.18217277,0.00500219,0.00190435,0.01934041,0.02409112,0.07318950
19,1,0,0.724888,0.72488837,0.00965107,0.15629125,0.00452402,0.00164690,0.01817091,0.02107162,0.06375587
20,1,0,0.755793,0.75579311,0.00928456,0.13387747,0.00462845,0.00149684,0.01794526,0.01816343,0.05881088
21,1,0,0.735954,0.73595416,0.00908260,0.14910420,0.00477140,0.00166900,0.02008845,0.02031737,0.05901282
22,1,0,0.744729,0.74472877,0.00941432,0.14214137,0.00454731,0.00153368,0.01873163,0.01897705,0.05992585
23,1,0,0.758268,0.75826788,0.00905247,0.13920861,0.00414331,0.00134745,0.01720055,0.01658519,0.05419455
24,1,0,0.766332,0.76633226,0.00880787,0.13485064,0.00396021,0.00125657,0.01621024,0.01542918,0.05315303
25,1,0,0.764970,0.76497026,0.00873454,0.13717060,0.00379004,0.00118388,0.01561136,0.01478864,0.05375069
26,1,0,0.756103,0.75610294,0.00810031,0.14879159,0.00367673,0.00119149,0.01546604,0.01505893,0.05161196
27,1,0,0.733083,0.73308318,0.00881454,0.15909648,0.00436457,0.00154875,0.02053576,0.02014328,0.05241344
28,1,0,0.722134,0.72213397,0.01109896,0.15767830,0.00529382,0.00185431,0.02232517,0.02154813,0.05806734
29,1,0,0.698422,0.69842229,0.01170490,0.17294996,0.00621995,0.00248780,0.02540198,0.02607391,0.05673920
30,1,0,0.715953,0.71595347,0.01103173,0.16204808,0.00632347,0.00239958,0.02337471,0.02469493,0.05417404
31,1,0,0.732763,0.73276290,0.01076348,0.15260691,0.00628842,0.00228341,0.02166930,0.02279204,0.05083354
32,1,0,0.736939,0.73693872,0.01007759,0.14901629,0.00602319,0.00218146,0.02056130,0.02428653,0.05091492
33,1,0,0.690549,0.69054949,0.01121645,0.18684028,0.00639589,0.00254227,0.02263583,0.02679266,0.05302713
34,1,0,0.697241,0.69724066,0.01091162,0.17826912,0.00655015,0.00247641,0.02196366,0.02777654,0.05481184
35,1,0,0.694030,0.69403010,0.01250436,0.16265717,0.00709904,0.00238061,0.02299251,0.02630231,0.07203389
36,1,0,0.715528,0.71552828,0.01143877,0.14994985,0.00676238,0.00221635,0.01989968,0.02445837,0.06974633
37,1,0,0.722062,0.72206186,0.01051638,0.15210907,0.00631129,0.00207437,0.01947061,0.02344404,0.06401237
38,1,0,0.661697,0.66169748,0.01078916,0.20006379,0.00716831,0.00282836,0.02658359,0.03080642,0.06006288
39,1,0,0.682106,0.68210595,0.01026509,0.18143777,0.00700929,0.00259084,0.02505520,0.03009607,0.06143979
40,1,0,0.641202,0.64120181,0.00901065,0.22332978,0.00664937,0.00262601,0.02302516,0.03669000,0.05746722
41,1,0,0.657480,0.65748037,0.00833967,0.21200057,0.00632467,0.00242131,0.02107050,0.03542530,0.05693761
42,1,0,0.683222,0.68322157,0.00814532,0.19019155,0.00651232,0.00233233,0.01857163,0.03178244,0.05924284
43,1,0,0.650901,0.65090104,0.00722417,0.22609346,0.00598139,0.00232029,0.01853279,0.03426800,0.05467885
44,1,0,0.626084,0.62608381,0.00673783,0.25187458,0.00553721,0.00228741,0.01769033,0.03568137,0.05410746
45,1,0,0.638672,0.63867238,0.00628944,0.24033310,0.00529480,0.00214046,0.01674294,0.03549953,0.05502737
46,1,0,0.610706,0.61070563,0.00583317,0.26873731,0.00526980,0.00234531,0.01762257,0.03876847,0.05071773
47,1,0,0.578447,0.57844705,0.00565348,0.30049352,0.00558522,0.00253559,0.01817179,0.04068952,0.04842384
48,1,0,0.595874,0.59587435,0.00521878,0.29085212,0.00518707,0.00244103,0.01693817,0.03893663,0.04455184
49,1,0,0.576697,0.57669711,0.00580638,0.30703825,0.00520866,0.00238714,0.02004254,0.03532889,0.04749103
50,1,0,0.517923,0.51792299,0.00560957,0.36647845,0.00488476,0.00232568,0.02253666,0.03504518,0.04519671
51,1,0,0.493552,0.49355238,0.00527615,0.39474780,0.00474227,0.00233935,0.02331193,0.03477255,0.04125758
52,1,0,0.505782,0.50578206,0.00503322,0.38230649,0.00455475,0.00225685,0.02393088,0.03638874,0.03974701
53,1,0,0.559732,0.55973212,0.00529157,0.33343954,0.00483355,0.00219526,0.02101497,0.03258090,0.04091210
54,1,0,0.520419,0.52041929,0.00516057,0.37132083,0.00465393,0.00229980,0.02148515,0.03545033,0.03921010
55,1,0,0.541128,0.54112761,0.00535245,0.35045652,0.00447951,0.00214018,0.02054376,0.03370366,0.04219632
56,1,0,0.524879,0.52487938,0.00540633,0.36641648,0.00438588,0.00233870,0.02271961,0.03560780,0.03824583
57,1,0,0.529433,0.52943269,0.00651927,0.34844341,0.00442802,0.00236418,0.02658517,0.03915643,0.04307082
58,1,0,0.575295,0.57529480,0.00645085,0.30980086,0.00440463,0.00220366,0.02432551,0.03673889,0.04078081
59,1,0,0.607929,0.60792865,0.00674861,0.28015051,0.00457103,0.00214748,0.02364108,0.03427938,0.04053325
60,1,0,0.651258,0.65125775,0.00714261,0.23830044,0.00514139,0.00212827,0.02193164,0.03128529,0.04281261
61,1,0,0.666268,0.66626826,0.00740106,0.22371653,0.00467479,0.00190246,0.02149580,0.02896238,0.04557872
62,1,0,0.658598,0.65859826,0.00915275,0.22035336,0.00540274,0.00215715,0.02240106,0.02886911,0.05306556
63,1,0,0.676224,0.67622408,0.00821052,0.21350084,0.00498917,0.00197171,0.02063665,0.02730085,0.04716619
64,1,0,0.675598,0.67559752,0.00851160,0.21270718,0.00484711,0.00191618,0.02142819,0.02735850,0.04763372
65,1,0,0.693277,0.69327717,0.00816489,0.20296348,0.00465455,0.00178399,0.01897197,0.02401468,0.04616927
66,1,0,0.694997,0.69499668,0.00808729,0.20666020,0.00450242,0.00176080,0.01781958,0.02264078,0.04353225
67,1,0,0.708769,0.70876931,0.00909846,0.19171921,0.00495107,0.00185811,0.01796652,0.02216134,0.04347599
68,1,0,0.676395,0.67639544,0.00825385,0.21770276,0.00494046,0.00198701,0.01893770,0.03009653,0.04168626
69,1,0,0.665796,0.66579586,0.00772074,0.23307515,0.00454051,0.00187091,0.01902928,0.02909343,0.03887412
70,1,0,0.706984,0.70698365,0.00764826,0.20034863,0.00443169,0.00164310,0.01672212,0.02462136,0.03760118
