frame,face_detected,label,confidence,p0,p1,p2,p3,p4,p5,p6,p7
0,1,0,0.838645,0.83864532,0.00259539,0.06306090,0.00587742,0.00163576,0.01075620,0.05147609,0.02595292
1,1,0,0.843984,0.84398423,0.00282922,0.06408347,0.00585055,0.00159259,0.01028543,0.04554243,0.02583209
2,1,0,0.818470,0.81846985,0.00317470,0.08692466,0.00620694,0.00182563,0.01153229,0.04458202,0.02728390
3,1,0,0.682635,0.68263543,0.00307763,0.22368901,0.00658163,0.00262267,0.01369697,0.04393038,0.02376629
4,1,0,0.586998,0.58699794,0.00296811,0.32075400,0.00638776,0.00284686,0.01347494,0.04518955,0.02138085
5,1,0,0.510054,0.51005404,0.00350467,0.39725305,0.00711968,0.00363293,0.01561338,0.04213020,0.02069206
6,1,0,0.460291,0.46029108,0.00341717,0.45026267,0.00700214,0.00399703,0.01641001,0.03947918,0.01914074
7,1,2,0.472636,0.44564653,0.00317553,0.47263638,0.00641480,0.00371875,0.01630074,0.03475986,0.01734741
8,1,2,0.479884,0.44159080,0.00334341,0.47988406,0.00672660,0.00356844,0.01537565,0.03191803,0.01759302
9,1,2,0.479728,0.45002393,0.00300436,0.47972796,0.00614422,0.00321563,0.01389302,0.02815295,0.01583794
10,1,0,0.523903,0.52390349,0.00324178,0.40788754,0.00718253,0.00295360,0.01235138,0.02563515,0.01684453
11,1,0,0.593445,0.59344493,0.00323319,0.34237810,0.00683471,0.00256823,0.01065833,0.02234682,0.01853570
12,1,0,0.625318,0.62531762,0.00434651,0.30395707,0.00752936,0.00259415,0.01003021,0.02172554,0.02449955
13,1,0,0.659121,0.65912100,0.00442188,0.26922013,0.00707452,0.00230436,0.00914540,0.02040083,0.02831187
14,1,0,0.686135,0.68613473,0.00514822,0.23815269,0.00850785,0.00253816,0.00902261,0.01936098,0.03113475
15,1,0,0.695624,0.69562402,0.00500177,0.23067075,0.00858582,0.00267898,0.00857960,0.01869435,0.03016469
16,1,0,0.729226,0.72922561,0.00480075,0.19869494,0.00882017,0.00262227,0.00783661,0.01686738,0.03113227
17,1,0,0.741853,0.74185276,0.00576839,0.18155163,0.00925787,0.00255495,0.00761741,0.01651475,0.03488225
18,1,0,0.765038,0.76503759,0.00568971,0.16073794,0.00820971,0.00223324,0.00687637,0.01488345,0.03633199
19,1,0,0.747785,0.74778514,0.00502193,0.18183294,0.00761051,0.00202146,0.00678268,0.01526546,0.03367988
20,1,0,0.711161,0.71116055,0.00502446,0.20675848,0.00751397,0.00213144,0.00910443,0.02156556,0.03674111
21,1,0,0.713698,0.71369841,0.00470434,0.20826252,0.00709617,0.00210082,0.00919050,0.02122631,0.03372093
22,1,0,0.755477,0.75547672,0.00447719,0.17272526,0.00804136,0.00188718,0.00789228,0.01821984,0.03128017
